lune_lat,lune_lon,class,etype_pred,prob_eq,prob_ex,prob_co
-17.165,-3.001,0,eq,0.9997220119873029,2.5940022049808183e-05,0.0002520479906472689
-0.744,12.245,0,eq,0.9997993947775496,0.00019991518425656714,6.900381938140362e-07
-11.586,-22.318,0,eq,0.999653821393325,0.00031066975942216314,3.55088472528542e-05
28.695,21.221,0,eq,0.9688219604990026,0.031178039481625803,1.9371639414351273e-11
31.865,-16.492,0,eq,0.5821170231974054,0.41788297679816166,4.432829836524127e-12
-18.933,24.811,0,eq,0.9995415029669693,2.450387959775309e-06,0.00045604664507085794
3.889,-0.869,0,eq,0.9987140213922069,0.0012858419530231732,1.3665477002243064e-07
43.76,12.745,0,eq,0.5450229458223452,0.45497705417759665,5.80864136485282e-14
-28.867,-26.034,0,eq,0.983086139796684,1.4600651125611296e-05,0.0168992595521904
66.459,15.246,1,ex,0.21631740798209304,0.783682592017907,8.866743250060691e-18
14.259,-3.951,0,eq,0.9879157349041239,0.012084261629760444,3.466115672824974e-09
85.825,26.818,1,ex,0.15673140237693678,0.8432685976230633,7.877103617677305e-21
42.077,14.863,0,eq,0.6332200306830514,0.3667799693168285,1.201427091081894e-13
3.243,28.924,0,eq,0.9998727687103004,0.00012707065228256768,1.6063741703016138e-07
8.534,-6.49,0,eq,0.9952034232488473,0.004796550127053445,2.6624099331918337e-08
-3.769,-1.526,0,eq,0.9996919180371636,0.00030599172249547976,2.0902403408348426e-06
-78.166,-9.794,2,co,0.487121962533031,2.1171019566845996e-10,0.5128780372552588
-51.716,-22.703,2,co,0.4750391242849478,7.35336340662568e-08,0.524960802181418
21.452,-15.105,0,eq,0.900296894855684,0.09970310488368155,2.606344198888229e-10
40.772,15.541,0,eq,0.6892436154335043,0.3107563845662902,2.0549173249410163e-13
-14.405,0.206,0,eq,0.9998719171043661,3.48305988493668e-05,9.32522967845603e-05
21.835,11.423,0,eq,0.9829787595079568,0.01702124026498052,2.2706270995927954e-10
14.75,-25.952,0,eq,0.9369468102085867,0.06305318682235209,2.9690611523000936e-09
17.524,1.452,0,eq,0.9846915954814921,0.015308403445087443,1.0734205768322507e-09
58.83,-13.243,1,ex,0.2145820006352287,0.7854179993647711,1.4157030922475276e-16
-58.229,-8.371,2,co,0.47828322599104445,7.777723026522512e-09,0.5217167662312325
63.181,-29.17,1,ex,0.18296801392436562,0.8170319860756344,2.962042860748066e-17
-5.745,-17.509,0,eq,0.9993208618147716,0.0006747602430820557,4.377942146299364e-06
-19.998,23.616,0,eq,0.999328040393732,2.1821370059523726e-06,0.0006697774692619402
-44.559,-6.326,0,eq,0.5206664229090915,9.521311851750423e-08,0.4793334818777899
48.782,-10.445,1,ex,0.2763514909564963,0.723648509043498,5.7491778241557426e-15
30.275,24.371,0,eq,0.9664094869876155,0.03359051300141495,1.0969546999803862e-11
33.926,-20.993,1,ex,0.4633719448448339,0.5366280551534122,1.7538954397835557e-12
17.434,26.495,0,eq,0.9976070658934757,0.002392933065262814,1.0412614904096525e-09
-23.038,11.657,0,eq,0.9979704924002152,2.911743834866734e-06,0.0020265958559500517
-52.764,9.174,2,co,0.4802104555254052,6.16332782366654e-09,0.5197895383112671
19.926,-0.319,0,eq,0.9724696637839628,0.027530335758673977,4.5736322954688067e-10
30.447,12.249,0,eq,0.9201199089163837,0.07988009107334314,1.0273161092972688e-11
41.5,8.89,0,eq,0.5741802387556304,0.42581976124423293,1.36657246162657e-13
-71.087,-13.901,2,co,0.48385769085260694,1.0568010425185276e-09,0.516142308090592
-71.172,-27.48,2,co,0.48225393417976015,2.744638080317746e-09,0.5177460630756018
13.171,7.752,0,eq,0.9958519215098969,0.004148073533130561,4.9569725561514706e-09
-24.449,-7.76,0,eq,0.9965421128235407,9.101943163945132e-06,0.0034487852332953078
58.701,16.232,1,ex,0.2665140032272513,0.7334859967727485,1.5748424742532706e-16
19.411,13.629,0,eq,0.9909321845243447,0.009067814941342492,5.343128978130821e-10
29.733,-8.848,0,eq,0.7545691860130312,0.24543081397524089,1.1727942235194954e-11
-8.223,-21.842,0,eq,0.9994150365711876,0.0005742748974103276,1.0688531402125591e-05
18.588,0.923,0,eq,0.9804871980922284,0.019512801171996958,7.35774579997043e-10
15.687,22.968,0,eq,0.9977925098517286,0.0022074881958917664,1.9523796730173735e-09
2.368,-18.039,0,eq,0.9966167794825672,0.003382975905890962,2.4461154186063915e-07
-48.43,-14.583,2,co,0.48361597160374126,7.738371849680007e-08,0.5163839510125402
43.372,11.609,0,eq,0.5439207477845185,0.45607925221541473,6.667957481607957e-14
74.427,-9.989,1,ex,0.16245315890819478,0.8375468410918052,5.005369161387009e-19
-62.049,-17.69,2,co,0.478822866824808,7.436070920688669e-09,0.521177125739121
-80.555,-19.282,2,co,0.4870985391937087,2.675225037616895e-10,0.5129014605387687
-38.468,-2.325,0,eq,0.73143735045478,3.159750918004979e-07,0.2685623335701282
-37.951,-17.418,0,eq,0.7533243143485244,1.068035659290342e-06,0.24667461761581638
24.592,7.88,0,eq,0.9629349707629442,0.03706502915175037,8.530548818922845e-11
-55.885,17.225,2,co,0.4812623652555309,1.9314974766517017e-09,0.5187376328129716
67.81,-4.796,1,ex,0.18914865911898418,0.8108513408810158,5.44908163198424e-18
6.038,24.763,0,eq,0.9997037709121283,0.0002961692074570636,5.988041471377334e-08
-10.238,9.098,0,eq,0.9999388852362725,4.046917315012345e-05,2.0645590577372545e-05
49.325,5.705,1,ex,0.3362442649157067,0.6637557350842878,5.3597972160333665e-15
-60.933,16.907,2,co,0.4829953609578468,7.718684730157294e-10,0.5170046382702848
-45.197,14.8,0,eq,0.5154769840035955,1.825535662575179e-08,0.48452299774104785
1.503,-17.577,0,eq,0.9972351482710795,0.002764519472669677,3.322562508221369e-07
-76.976,16.196,2,co,0.4889650250864641,4.129739578676292e-11,0.5110349748722385
78.676,-20.574,1,ex,0.14121374305833018,0.8587862569416698,1.0875634118354166e-19
89.31,-18.427,1,ex,0.11387896635809126,0.8861210336419088,2.315407229016261e-21
76.732,-22.527,1,ex,0.14543022305866934,0.8545697769413306,2.200101871938601e-19
